symbol;company_name;sector;industry;country
LCNB;LCNB Corporation;Financial Services;Banks - Regional;United States of America
LCTX;Lineage Cell Therapeutics, Inc.;Healthcare;Biotechnology;United States of America
LCUT;Lifetime Brands, Inc.;Consumer Cyclical;Furnishings, Fixtures & Appliances;United States of America
LDOS;Leidos Holdings, Inc.;Technology;Information Technology Services;United States of America
LE;Lands' End, Inc.;Consumer Cyclical;Apparel Retail;United States of America
LEA;Lear Corporation;Consumer Cyclical;Auto Parts;United States of America
LECO;Lincoln Electric Holdings, Inc.;Industrials;Tools & Accessories;United States of America
LEG;Leggett & Platt, Incorporated;Consumer Cyclical;Furnishings, Fixtures & Appliances;United States of America
LEGH;Legacy Housing Corporation;Consumer Cyclical;Residential Construction;United States of America
LEGN;Legend Biotech Corporation;Healthcare;Biotechnology;United States of America
LEN;Lennar Corporation;Consumer Cyclical;Residential Construction;United States of America
LEN-B;Lennar Corporation;Consumer Cyclical;Residential Construction;United States of America
LENZ;LENZ Therapeutics, Inc.;Healthcare;Biotechnology;United States of America
LESL;Leslie's, Inc.;Consumer Cyclical;Specialty Retail;United States of America
LEU;Centrus Energy Corp.;Energy;Uranium;United States of America
LEVI;Levi Strauss & Co;Consumer Cyclical;Apparel Manufacturing;United States of America
LFCR;Lifecore Biomedical, Inc.;Healthcare;Drug Manufacturers - Specialty & Generic;United States of America
LFMD;LifeMD, Inc.;Healthcare;Health Information Services;United States of America
LFST;LifeStance Health Group, Inc.;Healthcare;Medical Care Facilities;United States of America
LFUS;Littelfuse, Inc.;Technology;Electronic Components;United States of America
LFVN;Lifevantage Corporation;Consumer Defensive;Packaged Foods;United States of America
LGF-A;Lions Gate Entertainment Corpor;Communication Services;Entertainment;United States of America
LGF-B;Lions Gate Entertainment Corpor;Communication Services;Entertainment;United States of America
LGIH;LGI Homes, Inc.;Consumer Cyclical;Residential Construction;United States of America
LGND;Ligand Pharmaceuticals Incorpor;Healthcare;Biotechnology;United States of America
LGTY;Logility Supply Chain Solutions;Technology;Software - Application;United States of America
LH;Labcorp Holdings Inc.;Healthcare;Diagnostics & Research;United States of America
LHX;L3Harris Technologies, Inc.;Industrials;Aerospace & Defense;United States of America
LIF;Life360, Inc.;Technology;Software - Application;United States of America
LII;Lennox International, Inc.;Industrials;Building Products & Equipment;United States of America
LINC;Lincoln Educational Services Co;Consumer Defensive;Education & Training Services;United States of America
LIND;Lindblad Expeditions Holdings I;Consumer Cyclical;Travel Services;United States of America
LINE;Lineage, Inc.;Real Estate;REIT - Industrial;United States of America
LITE;Lumentum Holdings Inc.;Technology;Communication Equipment;United States of America
LKFN;Lakeland Financial Corporation;Financial Services;Banks - Regional;United States of America
LKQ;LKQ Corporation;Consumer Cyclical;Auto Parts;United States of America
LLY;Eli Lilly and Company;Healthcare;Drug Manufacturers - General;United States of America
LLYVA;Liberty Media Corporation - Ser;Communication Services;Entertainment;United States of America
LLYVK;Liberty Media Corporation - Ser;Communication Services;Entertainment;United States of America
LMAT;LeMaitre Vascular, Inc.;Healthcare;Medical Instruments & Supplies;United States of America
LMB;Limbach Holdings, Inc.;Industrials;Building Products & Equipment;United States of America
LMND;Lemonade, Inc.;Financial Services;Insurance - Property & Casualty;United States of America
LMNR;Limoneira Co;Consumer Defensive;Farm Products;United States of America
LMT;Lockheed Martin Corporation;Industrials;Aerospace & Defense;United States of America
LNC;Lincoln National Corporation;Financial Services;Insurance - Life;United States of America
LNG;Cheniere Energy, Inc.;Energy;Oil & Gas Midstream;United States of America
LNKB;LINKBANCORP, Inc.;Financial Services;Banks - Regional;United States of America
LNN;Lindsay Corporation;Industrials;Farm & Heavy Construction Machinery;United States of America
LNT;Alliant Energy Corporation;Utilities;Utilities - Regulated Electric;United States of America
LNTH;Lantheus Holdings, Inc.;Healthcare;Drug Manufacturers - Specialty & Generic;United States of America
LNW;Light & Wonder, Inc.;Consumer Cyclical;Gambling;United States of America
LNZA;LanzaTech Global, Inc.;Industrials;Waste Management;United States of America
LOAR;Loar Holdings Inc.;Industrials;Aerospace & Defense;United States of America
LOB;Live Oak Bancshares, Inc.;Financial Services;Banks - Regional;United States of America
LOCO;El Pollo Loco Holdings, Inc.;Consumer Cyclical;Restaurants;United States of America
LOPE;Grand Canyon Education, Inc.;Consumer Defensive;Education & Training Services;United States of America
LOVE;The Lovesac Company;Consumer Cyclical;Furnishings, Fixtures & Appliances;United States of America
LOW;Lowe's Companies, Inc.;Consumer Cyclical;Home Improvement Retail;United States of America
LPG;Dorian LPG Ltd.;Energy;Oil & Gas Midstream;United States of America
LPLA;LPL Financial Holdings Inc.;Financial Services;Capital Markets;United States of America
LPRO;Open Lending Corporation;Financial Services;Credit Services;United States of America
LPX;Louisiana-Pacific Corporation;Industrials;Building Products & Equipment;United States of America
LQDA;Liquidia Corporation;Healthcare;Biotechnology;United States of America
LQDT;Liquidity Services, Inc.;Consumer Cyclical;Internet Retail;United States of America
LRCX;Lam Research Corporation;Technology;Semiconductor Equipment & Materials;United States of America
LRMR;Larimar Therapeutics, Inc.;Healthcare;Biotechnology;United States of America
LRN;Stride, Inc.;Consumer Defensive;Education & Training Services;United States of America
LSCC;Lattice Semiconductor Corporati;Technology;Semiconductors;United States of America
LSEA;Landsea Homes Corporation;Real Estate;Real Estate - Development;United States of America
LSTR;Landstar System, Inc.;Industrials;Integrated Freight & Logistics;United States of America
LTC;LTC Properties, Inc.;Real Estate;REIT - Healthcare Facilities;United States of America
LTH;Life Time Group Holdings, Inc.;Consumer Cyclical;Leisure;United States of America
LUCK;LUCKY STRIKE ENTERTAINMENT CORP;Consumer Cyclical;Leisure;United States of America
LUMN;Lumen Technologies, Inc.;Communication Services;Telecom Services;United States of America
LUNG;Pulmonx Corporation;Healthcare;Medical Devices;United States of America
LUNR;Intuitive Machines, Inc.;Industrials;Aerospace & Defense;United States of America
LUV;Southwest Airlines Company;Industrials;Airlines;United States of America
LVO;LiveOne, Inc.;Communication Services;Entertainment;United States of America
LVS;Las Vegas Sands Corp.;Consumer Cyclical;Resorts & Casinos;United States of America
LW;Lamb Weston Holdings, Inc.;Consumer Defensive;Packaged Foods;United States of America
LWAY;Lifeway Foods, Inc.;Consumer Defensive;Packaged Foods;United States of America
LWLG;Lightwave Logic, Inc.;Basic Materials;Specialty Chemicals;United States of America
LXEO;Lexeo Therapeutics, Inc.;Healthcare;Biotechnology;United States of America
LXFR;Luxfer Holdings PLC;Industrials;Specialty Industrial Machinery;United States of America
LXP;LXP Industrial Trust;Real Estate;REIT - Industrial;United States of America
LXU;LSB Industries, Inc.;Basic Materials;Chemicals;United States of America
LYB;LyondellBasell Industries NV;Basic Materials;Specialty Chemicals;United States of America
LYEL;Lyell Immunopharma, Inc.;Healthcare;Biotechnology;United States of America
LYFT;Lyft, Inc.;Technology;Software - Application;United States of America
LYTS;LSI Industries Inc.;Technology;Electronic Components;United States of America
LYV;Live Nation Entertainment, Inc.;Communication Services;Entertainment;United States of America
LZ;LegalZoom.com, Inc.;Industrials;Specialty Business Services;United States of America
LZB;La-Z-Boy Incorporated;Consumer Cyclical;Furnishings, Fixtures & Appliances;United States of America
M;Macy's Inc;Consumer Cyclical;Department Stores;United States of America
MA;Mastercard Incorporated;Financial Services;Credit Services;United States of America
MAA;Mid-America Apartment Communiti;Real Estate;REIT - Residential;United States of America
MAC;Macerich Company (The);Real Estate;REIT - Retail;United States of America
MAGN;Magnera Corporation;Basic Materials;Paper & Paper Products;United States of America
MAMA;Mama's Creations, Inc.;Consumer Defensive;Packaged Foods;United States of America
MAN;ManpowerGroup;Industrials;Staffing & Employment Services;United States of America
MANH;Manhattan Associates, Inc.;Technology;Software - Application;United States of America
MAPS;WM Technology, Inc.;Technology;Software - Application;United States of America
MAR;Marriott International;Consumer Cyclical;Lodging;United States of America
MARA;MARA Holdings, Inc.;Financial Services;Capital Markets;United States of America
MAS;Masco Corporation;Industrials;Building Products & Equipment;United States of America
MASI;Masimo Corporation;Healthcare;Medical Devices;United States of America
MASS;908 Devices Inc.;Healthcare;Medical Devices;United States of America
MAT;Mattel, Inc.;Consumer Cyclical;Leisure;United States of America
MATV;Mativ Holdings, Inc.;Basic Materials;Specialty Chemicals;United States of America
MATW;Matthews International Corporat;Industrials;Conglomerates;United States of America
MATX;Matson, Inc.;Industrials;Marine Shipping;United States of America
MAX;MediaAlpha, Inc.;Communication Services;Internet Content & Information;United States of America
MBC;MasterBrand, Inc.;Consumer Cyclical;Furnishings, Fixtures & Appliances;United States of America
MBCN;Middlefield Banc Corp.;Financial Services;Banks - Regional;United States of America
MBI;MBIA Inc.;Financial Services;Insurance - Specialty;United States of America
MBIN;Merchants Bancorp;Financial Services;Banks - Regional;United States of America
MBUU;Malibu Boats, Inc.;Consumer Cyclical;Recreational Vehicles;United States of America
MBWM;Mercantile Bank Corporation;Financial Services;Banks - Regional;United States of America
MC;Moelis & Company;Financial Services;Capital Markets;United States of America
MCB;Metropolitan Bank Holding Corp.;Financial Services;Banks - Regional;United States of America
MCBS;MetroCity Bankshares, Inc.;Financial Services;Banks - Regional;United States of America
MCD;McDonald's Corporation;Consumer Cyclical;Restaurants;United States of America
MCFT;MasterCraft Boat Holdings, Inc.;Consumer Cyclical;Recreational Vehicles;United States of America
MCHP;Microchip Technology Incorporat;Technology;Semiconductors;United States of America
MCK;McKesson Corporation;Healthcare;Medical Distribution;United States of America
MCO;Moody's Corporation;Financial Services;Financial Data & Stock Exchanges;United States of America
MCRI;Monarch Casino & Resort, Inc.;Consumer Cyclical;Resorts & Casinos;United States of America
MCS;Marcus Corporation (The);Communication Services;Entertainment;United States of America
MCW;Mister Car Wash, Inc.;Consumer Cyclical;Auto & Truck Dealerships;United States of America
MCY;Mercury General Corporation;Financial Services;Insurance - Property & Casualty;United States of America
MD;Pediatrix Medical Group, Inc.;Healthcare;Medical Care Facilities;United States of America
MDB;MongoDB, Inc.;Technology;Software - Infrastructure;United States of America
